1,Adil Lejarreta,1
2,Rodger Morocho,2
3,Laci Zhokhov,3
4,Marleny Iñarga,4
5,Floralba Mylene,5
6,Olive Randeep,6
7,Niang Garcia,7
8,Velia Geil,8
9,Elisabetta Farreny,9
10,Shannan Tosca,10
11,Sarjo Espiga,11
12,Mikola Nunheiser,12
13,Joslyn Schladerer,13
14,Javaid Kolben,14
15,Naima Barry,15
16,Klaas Djankezov,16
17,Kiana Gavara,17
18,Lenna Cron,18
19,Dita Kreitlein,19
20,Nikola Viruega,20
21,Hodaifa Tobolkin,21
22,Azucena Eneriz,22
23,Bharata Mahabala,23
24,Yazid Afakir,24
25,Ulla Hermany,25
26,Glady Greger,26
27,Artura Andreason,27
28,Brayan Plichko,28
29,Sarahi Altemeyer,29
30,Haizea Loipeldinger,30
31,Elyse Haddouch,31
32,Weimei Anselmo,32
33,Malak Alarma,33
34,Achour Dobretsky,34
35,Noelia Horger,35
36,Sonali Bandeiras,36
37,Doa Opgenroth,37
38,Aadil Sainz,38
39,Tsveta Andugar,39
40,Rosali Uriarte,40
41,Elhassan De,41
42,Claudemir Guimarey,42
43,Ruthann Onfray,43
44,Mamasa Teng,44
45,Rakesh Ezkerra,45
46,Hongfen Bleibaum,46
47,Hounaida Cigano,47
48,Debbra Pinazo,48
49,Jianzhen Cerquera,49
50,Jovani Nafke,50
51,Rodrick Tedd,51
52,Mamie Baumert,52
53,Mirka Chkhenkeli,53
54,Yonaida Fagulha,54
55,Carline Esquiva,55
56,Ahmed Carcaño,56
57,Serviliana Buchfellner,57
58,Geertruida Gutleber,58
59,Abdulai Kreutzheide,59
60,Asteria Cambronero,60
61,Loura Tillens,61
62,Marciala Gates,62
63,Roshan Fortov,63
64,Margalida Echauri,64
65,Lev Nandy,65
66,Rima Carril,66
67,Jetzabel Zolotenkov,67
68,Foix Castiello,68
69,Suzhu Gorosarri,69
70,Joselia Hazbulatov,70
71,Nivaria Klapholtz,71
72,Guoliang Zamponi,72
